2024-06-20 01:20:27,343 [ 1] INFO  Unity: LoadingManager start
2024-06-20 01:21:16,649 [ 1] INFO  Unity: SetDirection: (86, -51, 0)
2024-06-20 01:21:16,649 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:16,754 [ 1] INFO  Unity: SetDirection: (74, -68, 0)
2024-06-20 01:21:16,755 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:16,847 [ 1] INFO  Unity: SetDirection: (58, -81, 0)
2024-06-20 01:21:16,847 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:16,940 [ 1] INFO  Unity: SetDirection: (43, -90, 0)
2024-06-20 01:21:16,941 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:17,020 [ 1] INFO  Unity: SetDirection: (27, -96, 0)
2024-06-20 01:21:17,021 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:17,099 [ 1] INFO  Unity: SetDirection: (10, -100, 0)
2024-06-20 01:21:17,099 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:17,218 [ 1] INFO  Unity: SetDirection: (-9, -100, 0)
2024-06-20 01:21:17,219 [ 1] INFO  Unity: MapEntitySyncRequest: ID: 1, Pos: SkillBridge.Message.NVector3 DIR: SkillBridge.Message.NVector3 SPD: 0 
2024-06-20 01:21:18,711 [ 1] INFO  Unity: OnDestroy NetworkManager.
2024-06-20 01:21:18,711 [ 1] WARN  Unity: UnityEngine.Debug:LogWarning(Object)
Network.NetClient:CloseConnection(Int32) (at Assets/Scripts/Network/NetClient.cs:180)
Network.NetClient:OnDestroy() (at Assets/Scripts/Network/NetClient.cs:175)

CloseConnection(), errorCode: 1007
2024-06-20 01:21:18,714 [ 1] INFO  Unity: Character_1_大牛 OnDestroy: ID: 1 POS: (2002, 2561, 824) DIR: (-9, -100, 0) SPD: 0
